Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sudan,SDN,8951800000.0,10753888154.0,8732542274.0,8230153846.0,10447615385.0,8075259600.0,10092200000.0,12093333333.0,14372555556.0,21408111111.0,33641222222.0,44171194366.0,7031933492.0,8881005436.0,12793794737.0,13830363900.0,9018300725.0,11681175864.0,11250221537.0,10682028340.0,12257299147.0,15716361792.0,18137128388.0,21355298460.0,26646007251.0,35182711988.0,45263831634.0,59440139775.0,64833083257.0,51621044077.0,58962978034.0,55018567211.0,37632919967.0,43024018082.0,49516748618.0,51726758677.0,42630376000.0,41283617976.0,32333780383.0,32338079165.0,27034593750.0,34229513775.0,51666875363.0
Senegal,SEN,4510108291.0,4095892781.0,4013951443.0,3569356125.0,3485165432.0,3818944918.0,5392093446.0,6487353103.0,6418419389.0,6366039373.0,7390967360.0,7255210470.0,7769817840.0,7367986241.0,5034588196.0,6326342633.0,6559712166.0,6041478726.0,6505607909.0,6592834933.0,6013185004.0,6507824829.0,7006402320.0,8768721563.0,10076816667.0,11009033438.0,11697918243.0,13994218413.0,16853989628.0,16145867495.0,16121315909.0,17814283639.0,17660870412.0,18918667725.0,19797253440.0,17774766696.0,19040312333.0,20996562944.0,23116701556.0,23403995992.0,24530513038.0,27520784130.0,27783332223.0
Singapore,SGP,11896256783.0,14175228844.0,16084252378.0,17784112150.0,19749361098.0,19156532746.0,18586746057.0,20919215578.0,25371462488.0,30465364739.0,36144336769.0,45466164978.0,52131320033.0,60603815716.0,73688724431.0,87812540788.0,96293086513.0,100000000000.0,85728207782.0,86286849755.0,96076539926.0,89793790670.0,92538372870.0,97646401096.0,115000000000.0,128000000000.0,149000000000.0,181000000000.0,194000000000.0,194000000000.0,240000000000.0,279000000000.0,295000000000.0,308000000000.0,315000000000.0,308000000000.0,320000000000.0,344000000000.0,377000000000.0,376000000000.0,349000000000.0,437000000000.0,509000000000.0
Solomon Islands,SLB,182852106.5,193750540.7,192902018.7,181220399.0,181570473.8,165524943.5,147620047.7,155128542.4,176494394.0,172882410.6,214877666.8,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006.0,457579840.2,488024514.4,419842674.2,409508553.0,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361.0,1185215418.0,1285911586.0,1335571421.0,1307909888.0,1379490304.0,1469789119.0,1615478393.0,1619155017.0,1536145814.0,1522794913.0,1566360686.0
Sierra Leone,SLE,1100476190.0,1114926661.0,1294995964.0,995278514.6,1087450199.0,856890459.4,490181456.6,660106336.1,1055083933.0,932974420.3,649644097.6,779981987.1,679940813.9,768867883.0,911853802.4,870740291.5,941709422.5,850232760.0,672368187.1,669386624.0,635866403.8,1681473894.0,1933863911.0,2142618046.0,2237350687.0,2545275313.0,3263697467.0,3632957611.0,4157895298.0,3953403098.0,4262805967.0,4861632885.0,6141666509.0,7502762863.0,7686138791.0,6788352975.0,6084297211.0,5749846528.0,6390514689.0,6526183564.0,6693888876.0,7173379137.0,7124465160.0
El Salvador,SLV,3573959900.0,3437200200.0,3399189100.0,3506347800.0,3661683400.0,3800368600.0,3771663200.0,3958045800.0,4189880000.0,4372215300.0,4817542204.0,5252342400.0,5813399300.0,6680269200.0,7679384000.0,8921947100.0,9586327800.0,10221705900.0,10936669900.0,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698000000.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26881140000.0,24921190000.0,29043140000.0,31870120000.0
Somalia,SOM,602515548.5,699302473.1,774578932.0,735408641.8,787434541.7,875702247.2,916590786.3,1018972664.0,1051596967.0,1181360844.0,1031282081.0,717974929.8,709297578.5,1260132956.0,1481205098.0,1534756135.0,1792234297.0,2191749014.0,2962047564.0,3045751528.0,3412797450.0,2252847465.0,2192684135.0,2836724352.0,3859592813.0,4683246454.0,5026743282.0,5430713729.0,5913620293.0,2948594552.0,2687807004.0,2906000097.0,4364670160.0,5062881600.0,5728399720.0,6152149100.0,6613743070.0,7621501710.0,7873440830.0,8655023960.0,8628393720.0,9483997390.0,10202767270.0
Sao Tome and Principe,STP,81662231.03,83499263.5,80307762.62,75110289.18,78213795.93,82733069.44,115928906.7,115952925.5,99000764.39,98545367.04,119297932.8,107484142.7,94861780.62,125742228.8,131338414.6,103695236.8,135188165.7,91920274.24,72285403.84,77302211.92,76198394.82,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165.0,200668065.0,190021192.5,226455001.2,229371348.2,267041747.6,293119143.2,259999643.0,292267272.2,322002845.2,383717327.8,412976082.6,471229484.6,524402455.5,540809499.2
Suriname,SUR,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.9,605492537.3,691590497.7,861372806.2,926422500.0,1110850000.0,886290697.7,947671969.7,834279357.8,1093574468.0,1274190311.0,1484092538.0,1793410397.0,2626380435.0,2936612022.0,3532969035.0,3875409836.0,4368370998.0,4422276622.0,4980000000.0,5145757576.0,5240606061.0,5126237646.0,3317421648.0,3591679431.0,3996198867.0,4016040575.0,2911807496.0,3107923198.0,3791603200.0
Sweden,SWE,142000000000.0,130000000000.0,114000000000.0,105000000000.0,109000000000.0,114000000000.0,150000000000.0,183000000000.0,207000000000.0,218000000000.0,261000000000.0,274000000000.0,284000000000.0,213000000000.0,229000000000.0,267000000000.0,292000000000.0,268000000000.0,271000000000.0,274000000000.0,263000000000.0,242000000000.0,267000000000.0,334000000000.0,385000000000.0,392000000000.0,423000000000.0,490000000000.0,515000000000.0,434000000000.0,493000000000.0,571000000000.0,550000000000.0,584000000000.0,578000000000.0,502000000000.0,514000000000.0,536000000000.0,551000000000.0,532000000000.0,545000000000.0,637000000000.0,580000000000.0
Eswatini,SWZ,541976852.6,570774824.8,537568059.4,555336145.8,494483408.9,360079419.4,449140318.4,584126092.3,692026454.7,696921542.4,1114694041.0,1156135718.0,1284759928.0,1357189552.0,1419294254.0,1698989464.0,1602741834.0,1716714070.0,1576908856.0,1547888496.0,1738093840.0,1542477309.0,1432221739.0,2197598466.0,2770082792.0,3178112499.0,3291330019.0,3469381231.0,3294084314.0,3580428053.0,4438765086.0,4820478680.0,4886551484.0,4464726181.0,4286015248.0,3909281650.0,3724180911.0,4463673661.0,4644696656.0,4616996145.0,4120621325.0,4785708166.0,4741163885.0
Seychelles,SYC,156783829.5,163750728.2,157211789.7,156098237.0,160992921.0,179691482.7,221147061.3,265212956.8,301985618.1,324333366.5,392163560.9,398307169.9,461409398.9,504230620.6,517570058.2,540733047.7,535250347.1,598966982.4,647287375.8,662838614.9,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283.0,1077308814.0,979597394.3,850901620.4,981616542.3,1058918707.0,1089407839.0,1333160407.0,1387577870.0,1432403352.0,1568513348.0,1675370641.0,1784313927.0,1868690097.0,1382551752.0,1487173795.0,2018346589.0
Syrian Arab Republic,SYR,13062420382.0,15518201335.0,16298929011.0,17589277143.0,17503078174.0,16403539893.0,13293205278.0,11356215543.0,10577041645.0,9853395762.0,12308624418.0,12981833333.0,13253565861.0,13695962055.0,10122020000.0,11396706587.0,13789560878.0,14505233463.0,15200846154.0,15873875969.0,18937052543.0,20237024725.0,20669357462.0,21828144686.0,25086950495.0,28858965517.0,33751788856.0,40465318382.0,52557913569.0,54111735629.0,61390830875.0,67539428159.0,43190318033.0,21361254635.0,21502061466.0,16466863117.0,12597854877.0,16369843352.0,21497782868.0,22583045060.0,12047752036.0,14353205678.0,23622827080.0
Chad,TCD,1033002404.0,876937558.3,834369859.7,832415806.0,919103734.9,1033069709.0,1067828246.0,1163426852.0,1482597298.0,1433686312.0,1738605558.0,1877137982.0,1881847670.0,1463251164.0,1179837963.0,1445919895.0,1607345356.0,1544689577.0,1744794531.0,1534673583.0,1388506772.0,1710843377.0,1997005709.0,2742815072.0,4422855661.0,8655892393.0,9709626596.0,10865385132.0,13385593990.0,12317614054.0,14058506664.0,16685349674.0,17892228570.0,17865316886.0,18144336904.0,14559599500.0,13026289836.0,13349041409.0,15327000249.0,14905517743.0,14932897821.0,16871937698.0,17828508290.0
Togo,TGO,1604836916.0,1359026709.0,1160337039.0,1081387265.0,1014170069.0,1076604520.0,1498219579.0,1763978066.0,1947208354.0,1910635575.0,2299665506.0,2262767860.0,2390796916.0,1741944426.0,1387662121.0,1849110468.0,2069506014.0,2116818623.0,2241650112.0,2226577204.0,2106848752.0,2093498674.0,2410199032.0,2987984051.0,3191561509.0,3221910408.0,3320907722.0,3759964943.0,4578849658.0,4721890900.0,4746389532.0,5422442166.0,5413544658.0,6021732977.0,6393318262.0,5755461035.0,6071170959.0,6387422518.0,7029300383.0,6992700101.0,7400284168.0,8342243646.0,8169476149.0
Thailand,THA,32353514989.0,34846039194.0,36589772404.0,40042798388.0,41797647776.0,38900711333.0,43096773981.0,50535446555.0,61667253471.0,72250748100.0,85343190719.0,98234714971.0,111000000000.0,129000000000.0,147000000000.0,169000000000.0,183000000000.0,150000000000.0,114000000000.0,127000000000.0,126000000000.0,120000000000.0,134000000000.0,152000000000.0,173000000000.0,189000000000.0,222000000000.0,263000000000.0,291000000000.0,282000000000.0,341000000000.0,371000000000.0,398000000000.0,420000000000.0,407000000000.0,401000000000.0,413000000000.0,456000000000.0,507000000000.0,544000000000.0,500000000000.0,506000000000.0,496000000000.0
Tonga,TON,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855.0,113563821.6,132201141.4,137066290.6,138489884.4,195990986.2,208871665.7,222100576.3,214991452.3,191504892.8,199208717.5,204848487.8,181117230.4,182764280.8,202246591.2,230678011.4,261823805.4,292232703.3,298519623.3,344438844.3,312415028.4,366887375.0,414143828.5,471122971.3,451788498.3,440997734.9,437525538.9,420828254.5,459976847.1,489714529.8,494197854.0,496856303.9,518228028.7,518180029.4
Trinidad and Tobago,TTO,6235833333.0,6992083333.0,8140416667.0,7763750000.0,7757083333.0,7375918367.0,4794444444.0,4797777778.0,4496910569.0,4323058824.0,5068000000.0,5307905882.0,5439552941.0,4669491134.0,4947181646.0,5329217747.0,5759570336.0,5737771523.0,6043686654.0,6808982521.0,8154342116.0,8824849191.0,9008298229.0,11305459802.0,13280291990.0,15982389018.0,18369361094.0,21641620050.0,27871587350.0,19172165226.0,22157920592.0,25433007437.0,27147349937.0,28560536917.0,29474180442.0,26841143095.0,23624333664.0,23847765529.0,23888910152.0,23588037787.0,20991339707.0,24177305760.0,28510328245.0
Tunisia,TUN,8744134354.0,8428445294.0,8133580052.0,8350582748.0,8254541195.0,8410226053.0,9017806654.0,9696715911.0,10096245762.0,10101851745.0,12290568182.0,13074782609.0,15496708060.0,14608335608.0,15633174304.0,18030876599.0,19587161807.0,20746210354.0,21802893587.0,22943202175.0,21473528161.0,22065832449.0,23141616605.0,27453902261.0,31183885241.0,32272186695.0,34376664601.0,38915353867.0,44859439902.0,43455740497.0,46206091938.0,48123325825.0,47311401813.0,48685446414.0,50271812921.0,45779494042.0,44360072680.0,42163530591.0,42686504460.0,41905642419.0,42491780918.0,47073234359.0,44948769171.0
Turkiye,TUR,68823684211.0,71180180180.0,64369325153.0,61803555556.0,59937602180.0,67232758621.0,75673037037.0,87190081680.0,90875175809.0,107000000000.0,151000000000.0,151000000000.0,159000000000.0,180000000000.0,131000000000.0,169000000000.0,181000000000.0,190000000000.0,276000000000.0,256000000000.0,274000000000.0,202000000000.0,240000000000.0,315000000000.0,409000000000.0,506000000000.0,557000000000.0,681000000000.0,770000000000.0,649000000000.0,777000000000.0,839000000000.0,881000000000.0,958000000000.0,939000000000.0,864000000000.0,870000000000.0,859000000000.0,779000000000.0,761000000000.0,720000000000.0,820000000000.0,907000000000.0
Tuvalu,TUV,4206128.134,4773017.532,4118945.162,4152550.304,4481977.903,3862851.883,4574706.212,5020513.499,7011059.371,8454523.247,9542900.901,10127313.91,10535028.14,10414399.96,11772610.66,11922614.2,13338597.33,13734210.1,13795146.21,14800503.26,15073975.53,13964732.33,16842672.6,19456338.03,22798274.98,22909979.82,24096875.46,28450168.69,31874434.86,28076983.97,32105408.48,39196957.49,39345579.47,38615890.63,38760982.65,36811936.08,41629064.22,45276595.35,48015259.88,54123198.57,51746594.31,60196405.71,59065982.09
Tanzania,TZA,11409228087.0,13161540378.0,13927383240.0,14049883809.0,12906635133.0,15328295175.0,10840864521.0,7824193222.0,7406614407.0,6418799007.0,6184384225.0,7197768159.0,6681997469.0,6182872708.0,6550480484.0,7631431840.0,9433528150.0,11158197942.0,12172790056.0,12704334196.0,13371767082.0,13563990022.0,14129651896.0,15211487709.0,16673062473.0,18395383647.0,18619859795.0,21860434823.0,27947821398.0,29400573554.0,32012892919.0,34657140096.0,39650394363.0,45648857242.0,49986726461.0,47413919817.0,49774409374.0,53274884533.0,57003712892.0,61026731926.0,66068737786.0,70655628148.0,75769974505.0
Uganda,UGA,1244610000.0,1337300000.0,2177500000.0,2240333333.0,3615647477.0,3519695444.0,3923244050.0,6269522042.0,6508931652.0,5276480799.0,4304399310.0,3321729160.0,2857457762.0,3220439044.0,3990430447.0,5755818842.0,6044585327.0,6269333313.0,6584815847.0,5998563258.0,6193246837.0,5840503869.0,6178563591.0,6606884275.0,7939487548.0,9239221763.0,9977647683.0,11902564495.0,14440404132.0,25127805567.0,26673441431.0,27871725241.0,27305915911.0,28915786517.0,32612397257.0,32387183730.0,29203988696.0,30744473841.0,32927025620.0,35353061008.0,37600368240.0,40529788744.0,45565333216.0
Uruguay,URY,10163020116.0,11048301421.0,9178780077.0,5102276308.0,4850238550.0,4732017873.0,5880112788.0,7367494080.0,8213538369.0,8438951476.0,9298807850.0,11206176651.0,12878148791.0,15002136971.0,17474588896.0,19297663097.0,20515458114.0,23969739234.0,25385886978.0,23983945191.0,22823270892.0,20898761742.0,13606515723.0,12045638352.0,13686329890.0,17362857684.0,19741420740.0,23797773024.0,31119602539.0,32708319078.0,41950361212.0,50342406067.0,54232266359.0,61337621934.0,61496186974.0,57680327999.0,57480787465.0,65005997963.0,65344577416.0,62222313619.0,53559359262.0,60739084241.0,70594110920.0
United States,USA,2860000000000.0,3210000000000.0,3340000000000.0,3630000000000.0,4040000000000.0,4340000000000.0,4580000000000.0,4860000000000.0,5240000000000.0,5640000000000.0,5960000000000.0,6160000000000.0,6520000000000.0,6860000000000.0,7290000000000.0,7640000000000.0,8070000000000.0,8580000000000.0,9060000000000.0,9630000000000.0,10300000000000.0,10600000000000.0,10900000000000.0,11500000000000.0,12200000000000.0,13000000000000.0,13800000000000.0,14500000000000.0,14800000000000.0,14500000000000.0,15000000000000.0,15600000000000.0,16300000000000.0,16900000000000.0,17600000000000.0,18300000000000.0,18800000000000.0,19600000000000.0,20700000000000.0,21500000000000.0,21400000000000.0,23700000000000.0,26000000000000.0
St. Vincent and the Grenadines,VCT,82340339.63,102086539.3,113759203.3,122255349.6,135024987.8,145641705.2,160846656.7,175580647.4,200726712.6,214745002.2,240366666.7,254829629.6,277955555.6,286307407.4,289437037.0,316007407.4,331488888.9,347770370.4,373618518.5,390718518.5,427946037.0,462072333.3,487763851.9,509090888.9,549900185.2,579948925.9,643501148.1,713596666.7,732663259.3,714300259.3,720447888.9,713796370.4,730032592.6,764781259.3,770900000.0,786555555.6,814303703.7,844040740.7,884329629.6,910481481.5,864566666.7,888677777.8,989188888.9
Vanuatu,VUT,121185497.6,113781795.8,114501912.5,117389554.2,144482515.4,131856420.7,126498935.3,139464173.5,158351368.4,154013202.1,168879207.2,201334169.1,209088824.6,200491853.2,233701301.5,249333250.1,261370044.5,272771209.1,262293410.7,268006972.7,272014627.8,257926881.7,262596535.5,314471413.0,364996869.1,394962433.0,439358586.5,516392922.5,590748429.4,592622319.1,670712979.7,770153588.2,747839697.7,758304466.2,773717010.5,759690181.0,804323576.9,880043284.4,914727908.1,936526267.6,909421043.5,982362211.9,1030654208.0
Samoa,WSM,125747038.0,118190654.7,121221651.6,111862823.6,109200934.3,95572172.98,100947848.6,111713922.1,133016065.4,122888609.7,125766269.8,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249907868.8,285475591.9,269485244.2,255408060.3,258856139.8,266299591.5,281790134.2,333426188.4,407747565.1,476801793.2,499923757.8,573548459.8,641346191.7,628006115.4,680260907.2,744097050.2,773141661.2,797736334.3,796683519.6,824150498.7,843924796.7,884844384.5,878448433.4,912950466.1,868898358.3,843923638.7,832945205.6
South Africa,ZAF,89411864402.0,93141472164.0,85904057409.0,96204110942.0,84870163366.0,64459376087.0,73354771399.0,96535763418.0,104000000000.0,108000000000.0,126000000000.0,135000000000.0,147000000000.0,147000000000.0,154000000000.0,172000000000.0,163000000000.0,169000000000.0,153000000000.0,152000000000.0,152000000000.0,135000000000.0,129000000000.0,197000000000.0,256000000000.0,289000000000.0,304000000000.0,333000000000.0,316000000000.0,330000000000.0,417000000000.0,458000000000.0,434000000000.0,401000000000.0,381000000000.0,347000000000.0,324000000000.0,381000000000.0,405000000000.0,389000000000.0,338000000000.0,421000000000.0,407000000000.0
Zambia,ZMB,3884530854.0,4008126497.0,3871117093.0,3321048451.0,2719518933.0,2252454500.0,1664413508.0,2265250972.0,3728878149.0,3994673161.0,3288381797.0,3376806697.0,3182810841.0,3273505344.0,3656806166.0,3806983413.0,3597220962.0,4303288480.0,3537741942.0,3404284891.0,3600632111.0,4094441301.0,4193850445.0,4901869764.0,6221110219.0,8331870169.0,12756858899.0,14056957976.0,17910858638.0,15328342304.0,20265559484.0,23459515276.0,25503060420.0,28037239463.0,27141023558.0,21251216799.0,20958412538.0,25873601261.0,26311507274.0,23308667781.0,18137764931.0,22096416932.0,29163782140.0
Zimbabwe,ZWE,6678868738.0,8011374445.0,8539701388.0,7764067625.0,6352126411.0,5637259754.0,6217524201.0,6741215643.0,7814784729.0,8286323367.0,8783817407.0,8641482396.0,6751472744.0,6563813829.0,6890675555.0,7111271273.0,8553147289.0,8529572287.0,6401968715.0,6858013652.0,6689958139.0,6777385246.0,6342116911.0,5727592261.0,5805598867.0,5755215663.0,5443896938.0,5291950526.0,4415703156.0,9665815601.0,12041602762.0,14101801031.0,17114762914.0,19091004042.0,19495547523.0,19963058858.0,20548759858.0,51074726484.0,34156057417.0,25715657177.0,26868564055.0,27240507842.0,32789657378.0
